Title,Category,Release date,Ratings,Metascore,Page URL
Sister Act,movie,"MAY 29, 1992",PG,51,https://www.metacritic.com/movie/sister-act/
The Wave,movie,"JAN 17, 2020",R,51,https://www.metacritic.com/movie/the-wave-2020/
The Gentlemen,movie,"JAN 24, 2020",R,51,https://www.metacritic.com/movie/the-gentlemen/
Macbeth,movie,"JUN 15, 2007",Not Rated,51,https://www.metacritic.com/movie/macbeth/
The Score,movie,"JUN 3, 2022",N/A,51,https://www.metacritic.com/movie/the-score-2022/
The Expendables 2,movie,"AUG 17, 2012",R,51,https://www.metacritic.com/movie/the-expendables-2/
Star Trek: Nemesis,movie,"DEC 13, 2002",PG-13,51,https://www.metacritic.com/movie/star-trek-nemesis/
Birth,movie,"OCT 29, 2004",R,51,https://www.metacritic.com/movie/birth/
At Midnight,movie,"FEB 10, 2023",R,51,https://www.metacritic.com/movie/at-midnight/
Meet Monica Velour,movie,"APR 8, 2011",R,51,https://www.metacritic.com/movie/meet-monica-velour/
Saint Judy,movie,"MAR 1, 2019",PG-13,51,https://www.metacritic.com/movie/saint-judy/
Cirque du Soleil: Worlds Away,movie,"DEC 21, 2012",PG,51,https://www.metacritic.com/movie/cirque-du-soleil-worlds-away/
The Call,movie,"MAR 15, 2013",R,51,https://www.metacritic.com/movie/the-call/
Going the Distance,movie,"SEP 3, 2010",R,51,https://www.metacritic.com/movie/going-the-distance/
Mowgli: Legend of the Jungle,movie,"NOV 29, 2018",PG-13,51,https://www.metacritic.com/movie/mowgli-legend-of-the-jungle/
Mike and Dave Need Wedding Dates,movie,"JUL 8, 2016",R,51,https://www.metacritic.com/movie/mike-and-dave-need-wedding-dates-2016/
"Lucía, Lucía",movie,"JUL 25, 2003",R,51,https://www.metacritic.com/movie/lucia-lucia/
Union Square,movie,"MAY 28, 2004",R,51,https://www.metacritic.com/movie/union-square/
Run Sweetheart Run,movie,"OCT 28, 2022",R,51,https://www.metacritic.com/movie/run-sweetheart-run/
 The Brown Bunny,movie,"AUG 27, 2004",Not Rated,51,https://www.metacritic.com/movie/the-brown-bunny/
Ellie Parker,movie,"NOV 11, 2005",R,51,https://www.metacritic.com/movie/ellie-parker/
They Might Be Giants,movie,"JUN 9, 1971",G,51,https://www.metacritic.com/movie/they-might-be-giants/
Ana Maria in Novela Land,movie,"FEB 27, 2015",Not Rated,51,https://www.metacritic.com/movie/ana-maria-in-novela-land/
Malignant,movie,"SEP 10, 2021",R,51,https://www.metacritic.com/movie/malignant/
Papillon,movie,"AUG 24, 2018",R,51,https://www.metacritic.com/movie/papillon/
Day Shift,movie,"AUG 12, 2022",R,51,https://www.metacritic.com/movie/day-shift/
Moscow Never Sleeps,movie,"JUN 9, 2017",Not Rated,51,https://www.metacritic.com/movie/moscow-never-sleeps/
Diary of a Wimpy Kid 2: Rodrick Rules,movie,"MAR 25, 2011",PG,51,https://www.metacritic.com/movie/diary-of-a-wimpy-kid-2-rodrick-rules/
Campfire,movie,"SEP 9, 2005",Not Rated,51,https://www.metacritic.com/movie/campfire/
The Bad Seed,movie,"SEP 12, 1956",Approved,51,https://www.metacritic.com/movie/the-bad-seed/
The Favor,movie,"APR 29, 1994",R,51,https://www.metacritic.com/movie/the-favor-1994/
Middle School: The Worst Years of My Life,movie,"OCT 7, 2016",PG,51,https://www.metacritic.com/movie/middle-school-the-worst-years-of-my-life/
The Night Listener,movie,"AUG 4, 2006",R,51,https://www.metacritic.com/movie/the-night-listener/
The Rewrite,movie,"FEB 13, 2015",Not Rated,51,https://www.metacritic.com/movie/the-rewrite/
Train to Busan Presents: Peninsula,movie,"AUG 21, 2020",Not Rated,51,https://www.metacritic.com/movie/train-to-busan-presents-peninsula/
21 Bridges,movie,"NOV 22, 2019",R,51,https://www.metacritic.com/movie/21-bridges/
Lovelace,movie,"AUG 9, 2013",R,51,https://www.metacritic.com/movie/lovelace/
Marry Me,movie,"FEB 11, 2022",PG-13,51,https://www.metacritic.com/movie/marry-me/
"Lyle, Lyle, Crocodile",movie,"OCT 7, 2022",PG,51,https://www.metacritic.com/movie/lyle-lyle-crocodile/
Hardcore Henry,movie,"APR 8, 2016",R,51,https://www.metacritic.com/movie/hardcore-henry/
Lou,movie,"SEP 23, 2022",R,51,https://www.metacritic.com/movie/lou/
Parkland,movie,"OCT 4, 2013",PG-13,51,https://www.metacritic.com/movie/parkland/
John Carter,movie,"MAR 9, 2012",PG-13,51,https://www.metacritic.com/movie/john-carter/
 Misery Loves Comedy,movie,"APR 24, 2015",PG-13,51,https://www.metacritic.com/movie/misery-loves-comedy/
Mulholland Falls,movie,"APR 26, 1996",R,51,https://www.metacritic.com/movie/mulholland-falls/
Taken,movie,"JAN 30, 2009",PG-13,51,https://www.metacritic.com/movie/taken/
My Sister's Keeper,movie,"JUN 26, 2009",PG-13,51,https://www.metacritic.com/movie/my-sisters-keeper/
Step Brothers,movie,"JUL 25, 2008",R,51,https://www.metacritic.com/movie/step-brothers/
Just an American Boy,movie,"NOV 7, 2003",Unrated,50,https://www.metacritic.com/movie/just-an-american-boy/
Americano,movie,"JUN 15, 2012",Not Rated,50,https://www.metacritic.com/movie/americano-2012/
Anonymous,movie,"OCT 28, 2011",PG-13,50,https://www.metacritic.com/movie/anonymous-2011/
Lassiter,movie,"FEB 17, 1984",R,50,https://www.metacritic.com/movie/lassiter/
Jack Reacher,movie,"DEC 21, 2012",PG-13,50,https://www.metacritic.com/movie/jack-reacher/
Romeo Is Bleeding,movie,"FEB 4, 1994",R,50,https://www.metacritic.com/movie/romeo-is-bleeding-1994/
Paint Your Wagon,movie,"OCT 15, 1969",TV-14,50,https://www.metacritic.com/movie/paint-your-wagon/
14 Blades,movie,"AUG 22, 2014",R,50,https://www.metacritic.com/movie/14-blades/
Clerks III,movie,"SEP 13, 2022",R,50,https://www.metacritic.com/movie/clerks-iii-2022/
The Human Scale,movie,"OCT 18, 2013",N/A,50,https://www.metacritic.com/movie/the-human-scale/
Soaked in Bleach,movie,"JUN 11, 2015",Not Rated,50,https://www.metacritic.com/movie/soaked-in-bleach/
Super,movie,"APR 1, 2011",R,50,https://www.metacritic.com/movie/super/
French Kiss,movie,"MAY 5, 1995",PG-13,50,https://www.metacritic.com/movie/french-kiss/
Always,movie,"DEC 22, 1989",PG,50,https://www.metacritic.com/movie/always/
,movie,"NOV 18, 2022",PG,50,https://www.metacritic.com/movie/disenchanted/
Partisan,movie,"OCT 2, 2015",Not Rated,50,https://www.metacritic.com/movie/partisan/
Trespass Against Us,movie,"JAN 20, 2017",R,50,https://www.metacritic.com/movie/trespass-against-us/
SLC Punk!,movie,"APR 16, 1999",R,50,https://www.metacritic.com/movie/slc-punk!/
Firestarter,movie,"MAY 11, 1984",R,50,https://www.metacritic.com/movie/firestarter/
 The Saint,movie,"APR 4, 1997",PG-13,50,https://www.metacritic.com/movie/the-saint/
Kung Fu Yoga,movie,"JAN 27, 2017",Not Rated,50,https://www.metacritic.com/movie/kung-fu-yoga/
,movie,,N/A,50,https://www.metacritic.com/movie/tchaikovskys-wife/
Vanishing on 7th Street,movie,"FEB 18, 2011",R,50,https://www.metacritic.com/movie/vanishing-on-7th-street/
My Life Directed by Nicolas Winding Refn,movie,"FEB 27, 2015",PG-13,50,https://www.metacritic.com/movie/my-life-directed-by-nicolas-winding-refn/
Ride On,movie,"APR 7, 2023",N/A,50,https://www.metacritic.com/movie/ride-on/
Studio 666,movie,"FEB 25, 2022",R,50,https://www.metacritic.com/movie/studio-666/
Life with Mikey,movie,"JUN 4, 1993",PG,50,https://www.metacritic.com/movie/life-with-mikey/
Kill the Irishman,movie,"MAR 11, 2011",R,50,https://www.metacritic.com/movie/kill-the-irishman/
Texas Chainsaw Massacre: The Next Generation,movie,"OCT 7, 1994",R,50,https://www.metacritic.com/movie/texas-chainsaw-massacre-the-next-generation/
Billabong Odyssey,movie,"NOV 7, 2003",PG,50,https://www.metacritic.com/movie/billabong-odyssey/
City by the Sea,movie,"SEP 6, 2002",R,50,https://www.metacritic.com/movie/city-by-the-sea/
Varsity Blues,movie,"JAN 15, 1999",R,50,https://www.metacritic.com/movie/varsity-blues/
Hoodlum,movie,"AUG 27, 1997",R,50,https://www.metacritic.com/movie/hoodlum/
Cadillac Man,movie,"MAY 18, 1990",R,50,https://www.metacritic.com/movie/cadillac-man/
Bhopal: A Prayer for Rain,movie,"NOV 7, 2014",Not Rated,50,https://www.metacritic.com/movie/bhopal-a-prayer-for-rain/
Dog Sweat,movie,"NOV 11, 2011",N/A,50,https://www.metacritic.com/movie/dog-sweat/
La Syndicaliste,movie,"DEC 1, 2023",N/A,50,https://www.metacritic.com/movie/la-syndicaliste/
PAW Patrol: The Movie,movie,"AUG 20, 2021",G,50,https://www.metacritic.com/movie/paw-patrol-the-movie/
True Story,movie,"APR 17, 2015",R,50,https://www.metacritic.com/movie/true-story/
I Give It a Year,movie,"AUG 9, 2013",R,50,https://www.metacritic.com/movie/i-give-it-a-year/
Maze Runner: The Death Cure,movie,"JAN 26, 2018",PG-13,50,https://www.metacritic.com/movie/maze-runner-the-death-cure/
Road Hard,movie,"MAR 6, 2015",Not Rated,50,https://www.metacritic.com/movie/road-hard/
Happy Feet Two,movie,"NOV 18, 2011",PG,50,https://www.metacritic.com/movie/happy-feet-two/
 Last Christmas,movie,"NOV 8, 2019",PG-13,50,https://www.metacritic.com/movie/last-christmas/
The Shadow,movie,"JUL 1, 1994",PG-13,50,https://www.metacritic.com/movie/the-shadow/
The Water Diviner,movie,"APR 24, 2015",R,50,https://www.metacritic.com/movie/the-water-diviner/
Final Destination 5,movie,"AUG 12, 2011",R,50,https://www.metacritic.com/movie/final-destination-5/
The Marvels,movie,"NOV 10, 2023",PG-13,50,https://www.metacritic.com/movie/the-marvels/
No Strings Attached,movie,"JAN 21, 2011",R,50,https://www.metacritic.com/movie/no-strings-attached/
Paul Verhoeven's Tricked,movie,"FEB 26, 2016",Not Rated,50,https://www.metacritic.com/movie/paul-verhoevens-tricked/
A.C.O.D.,movie,"OCT 4, 2013",R,50,https://www.metacritic.com/movie/acod/
Swiri,movie,"FEB 8, 2002",R,50,https://www.metacritic.com/movie/swiri/
A Bag of Hammers,movie,"MAY 11, 2012",Not Rated,50,https://www.metacritic.com/movie/a-bag-of-hammers/
Power,movie,"JAN 31, 1986",R,50,https://www.metacritic.com/movie/power/
Young Guns,movie,"AUG 12, 1988",R,50,https://www.metacritic.com/movie/young-guns/
Holidays,movie,"APR 22, 2016",Not Rated,50,https://www.metacritic.com/movie/holidays/
Closed Circuit,movie,"AUG 28, 2013",R,50,https://www.metacritic.com/movie/closed-circuit/
Hellraiser III: Hell on Earth,movie,"SEP 11, 1992",R,50,https://www.metacritic.com/movie/hellraiser-iii-hell-on-earth/
For Colored Girls,movie,"NOV 5, 2010",R,50,https://www.metacritic.com/movie/for-colored-girls/
101 Dalmatians,movie,"NOV 27, 1996",G,50,https://www.metacritic.com/movie/101-dalmatians/
Spare Parts,movie,"JAN 16, 2015",PG-13,50,https://www.metacritic.com/movie/spare-parts/
Armored,movie,"DEC 4, 2009",PG-13,50,https://www.metacritic.com/movie/armored/
Despicable Me 4,movie,"JUL 3, 2024",PG,50,https://www.metacritic.com/movie/despicable-me-4/
A Whale of a Tale,movie,"AUG 17, 2018",N/A,50,https://www.metacritic.com/movie/a-whale-of-a-tale/
Honkytonk Man,movie,"DEC 15, 1982",PG,50,https://www.metacritic.com/movie/honkytonk-man/
Now and Then,movie,"OCT 20, 1995",PG-13,50,https://www.metacritic.com/movie/now-and-then/
Red State,movie,"OCT 19, 2011",R,50,https://www.metacritic.com/movie/red-state/
 Hit and Run,movie,"AUG 22, 2012",R,50,https://www.metacritic.com/movie/hit-and-run/
Bel Canto,movie,"SEP 14, 2018",TV-MA,50,https://www.metacritic.com/movie/bel-canto/
Freeheld,movie,"OCT 2, 2015",PG-13,50,https://www.metacritic.com/movie/freeheld/
Eat Pray Love,movie,"AUG 13, 2010",PG-13,50,https://www.metacritic.com/movie/eat-pray-love/
Miss Minoes,movie,"DEC 23, 2011",PG,50,https://www.metacritic.com/movie/miss-minoes/
Elektra Luxx,movie,"MAR 11, 2011",R,50,https://www.metacritic.com/movie/elektra-luxx/
Everybody Says I'm Fine!,movie,"MAY 16, 2003",Unrated,50,https://www.metacritic.com/movie/everybody-says-im-fine!/
American Desi,movie,"MAR 16, 2001",Not Rated,50,https://www.metacritic.com/movie/american-desi/
Planet of the Apes,movie,"JUL 27, 2001",PG-13,50,https://www.metacritic.com/movie/planet-of-the-apes/
Shaft,movie,"JUN 16, 2000",R,50,https://www.metacritic.com/movie/shaft/
The Rules of Attraction,movie,"OCT 11, 2002",R,50,https://www.metacritic.com/movie/the-rules-of-attraction/
Edge of Winter,movie,"AUG 12, 2016",R,50,https://www.metacritic.com/movie/edge-of-winter/
Bill & Ted's Excellent Adventure,movie,"FEB 17, 1989",PG,50,https://www.metacritic.com/movie/bill-teds-excellent-adventure/
Constantine,movie,"FEB 18, 2005",R,50,https://www.metacritic.com/movie/constantine/
Hoffa,movie,"DEC 25, 1992",R,50,https://www.metacritic.com/movie/hoffa/
A Good Person,movie,"MAR 24, 2023",R,50,https://www.metacritic.com/movie/a-good-person/
The Hunt,movie,"MAR 13, 2020",R,50,https://www.metacritic.com/movie/the-hunt-2019/
War on Everyone,movie,"FEB 3, 2017",R,50,https://www.metacritic.com/movie/war-on-everyone/
Little White Lies,movie,"AUG 24, 2012",Not Rated,50,https://www.metacritic.com/movie/little-white-lies/
Quest for Camelot,movie,"MAY 15, 1998",G,50,https://www.metacritic.com/movie/quest-for-camelot/
No Reservations,movie,"JUL 27, 2007",PG,50,https://www.metacritic.com/movie/no-reservations/
You're Killing Me Susana,movie,"FEB 17, 2017",Not Rated,50,https://www.metacritic.com/movie/youre-killing-me-susana/
Marius,movie,"JUL 4, 2014",Not Rated,50,https://www.metacritic.com/movie/marius/
Short Circuit,movie,"MAY 9, 1986",PG,50,https://www.metacritic.com/movie/short-circuit/
 Short Circuit,movie,"MAY 9, 1986",PG,50,https://www.metacritic.com/movie/short-circuit/
Labyrinth,movie,"JUN 27, 1986",PG,50,https://www.metacritic.com/movie/labyrinth/
Lying and Stealing,movie,"JUL 12, 2019",R,50,https://www.metacritic.com/movie/lying-and-stealing/
Little Nikita,movie,"MAR 18, 1988",PG,50,https://www.metacritic.com/movie/little-nikita/
Swamp Thing,movie,"FEB 19, 1982",PG,50,https://www.metacritic.com/movie/swamp-thing/
The Equalizer 2,movie,"JUL 20, 2018",R,50,https://www.metacritic.com/movie/the-equalizer-2/
Life After Beth,movie,"AUG 15, 2014",R,50,https://www.metacritic.com/movie/life-after-beth/
Introducing the Dwights,movie,"JUL 4, 2007",R,50,https://www.metacritic.com/movie/introducing-the-dwights/
Ice Age: Dawn of the Dinosaurs,movie,"JUL 1, 2009",PG,50,https://www.metacritic.com/movie/ice-age-dawn-of-the-dinosaurs/
Dedication,movie,"AUG 24, 2007",R,50,https://www.metacritic.com/movie/dedication/
Here Comes the Devil,movie,"DEC 13, 2013",Not Rated,50,https://www.metacritic.com/movie/here-comes-the-devil/
Boiling Point,movie,"APR 16, 1993",R,50,https://www.metacritic.com/movie/boiling-point/
A Family Affair,movie,"MAY 9, 2003",N/A,50,https://www.metacritic.com/movie/a-family-affair/
All My Loved Ones,movie,"AUG 14, 2002",N/A,50,https://www.metacritic.com/movie/all-my-loved-ones/
The Brothers,movie,"MAR 23, 2001",R,50,https://www.metacritic.com/movie/the-brothers/
Skiptrace,movie,"SEP 2, 2016",PG-13,50,https://www.metacritic.com/movie/skiptrace/
New Guy,movie,"NOV 10, 2004",Not Rated,50,https://www.metacritic.com/movie/new-guy/
The Iron Ladies,movie,"SEP 7, 2001",Not Rated,50,https://www.metacritic.com/movie/the-iron-ladies/
Red Trousers: The Life of the Hong Kong Stuntmen,movie,"MAR 5, 2004",R,50,https://www.metacritic.com/movie/red-trousers-the-life-of-the-hong-kong-stuntmen/
Afternoon Delight,movie,"AUG 30, 2013",R,50,https://www.metacritic.com/movie/afternoon-delight/
Flawless,movie,"NOV 24, 1999",R,50,https://www.metacritic.com/movie/flawless-1999/
Tombstone,movie,"DEC 25, 1993",R,50,https://www.metacritic.com/movie/tombstone/
The Land,movie,"JUL 29, 2016",R,50,https://www.metacritic.com/movie/the-land/
War Story,movie,"JUL 30, 2014",Unrated,50,https://www.metacritic.com/movie/war-story/
 Don McKay,movie,"APR 2, 2010",R,50,https://www.metacritic.com/movie/don-mckay/
Fat Man and Little Boy,movie,"OCT 20, 1989",PG-13,50,https://www.metacritic.com/movie/fat-man-and-little-boy/
Six Dance Lessons in Six Weeks,movie,"DEC 12, 2014",Not Rated,50,https://www.metacritic.com/movie/six-dance-lessons-in-six-weeks/
Beating Hearts,movie,,N/A,50,https://www.metacritic.com/movie/beating-hearts/
Tell It to the Bees,movie,"MAY 3, 2019",TV-MA,50,https://www.metacritic.com/movie/tell-it-to-the-bees/
Lolo,movie,"MAR 11, 2016",Not Rated,50,https://www.metacritic.com/movie/lolo/
Septien,movie,"JUL 8, 2011",Not Rated,50,https://www.metacritic.com/movie/septien/
,movie,"SEP 4, 2015",Not Rated,50,https://www.metacritic.com/movie/bloodsucking-bastards/
Eurovision Song Contest: The Story of Fire Saga,movie,"JUN 26, 2020",PG-13,50,https://www.metacritic.com/movie/eurovision-song-contest-the-story-of-fire-saga/
Zus & zo,movie,"FEB 7, 2003",Unrated,50,https://www.metacritic.com/movie/zus-zo/
The Crocodile Hunter: Collision Course,movie,"JUL 12, 2002",PG,50,https://www.metacritic.com/movie/the-crocodile-hunter-collision-course/
Duplex,movie,"SEP 26, 2003",PG-13,50,https://www.metacritic.com/movie/duplex/
Lifeforce,movie,"JUN 21, 1985",R,50,https://www.metacritic.com/movie/lifeforce/
Face,movie,"MAR 4, 2005",R,50,https://www.metacritic.com/movie/face/
Marebito (The Stranger from Afar),movie,"DEC 9, 2005",R,50,https://www.metacritic.com/movie/marebito-the-stranger-from-afar/
Going in Style,movie,"APR 7, 2017",PG-13,50,https://www.metacritic.com/movie/going-in-style/
American Flyers,movie,"AUG 16, 1985",PG-13,50,https://www.metacritic.com/movie/american-flyers/
Passenger 57,movie,"NOV 6, 1992",R,50,https://www.metacritic.com/movie/passenger-57/
Star Trek: The Motion Picture,movie,"DEC 7, 1979",G,50,https://www.metacritic.com/movie/star-trek-the-motion-picture/
Prom,movie,"APR 29, 2011",PG,50,https://www.metacritic.com/movie/prom/
The Zero Theorem,movie,"SEP 19, 2014",R,50,https://www.metacritic.com/movie/the-zero-theorem/
Last Night,movie,"MAY 6, 2011",R,50,https://www.metacritic.com/movie/last-night-1969/
Billy Jack,movie,"MAY 1, 1971",GP,50,https://www.metacritic.com/movie/billy-jack/
How to Talk to Girls at Parties,movie,"MAY 25, 2018",R,50,https://www.metacritic.com/movie/how-to-talk-to-girls-at-parties/
 Racer and the Jailbird,movie,"MAY 4, 2018",R,50,https://www.metacritic.com/movie/racer-and-the-jailbird/
The Guilt Trip,movie,"DEC 19, 2012",PG-13,50,https://www.metacritic.com/movie/the-guilt-trip/
All Dogs Go to Heaven,movie,"NOV 17, 1989",G,50,https://www.metacritic.com/movie/all-dogs-go-to-heaven/
Summering,movie,"AUG 12, 2022",PG-13,50,https://www.metacritic.com/movie/summering/
American Ultra,movie,"AUG 21, 2015",R,50,https://www.metacritic.com/movie/american-ultra/
Into the Ashes,movie,"JUL 19, 2019",Not Rated,50,https://www.metacritic.com/movie/into-the-ashes/
Meet Cute,movie,"SEP 21, 2022",TV-MA,50,https://www.metacritic.com/movie/meet-cute/
Nine 1/2 Weeks,movie,"FEB 21, 1986",R,50,https://www.metacritic.com/movie/nine-12-weeks/
Two for the Money,movie,"OCT 7, 2005",R,50,https://www.metacritic.com/movie/two-for-the-money/
Jungle Cruise,movie,"JUL 30, 2021",PG-13,50,https://www.metacritic.com/movie/jungle-cruise/
,movie,"MAY 15, 2009",R,50,https://www.metacritic.com/movie/management/
Joan of Arc,movie,"MAY 22, 2020",Not Rated,50,https://www.metacritic.com/movie/joan-of-arc/
The Boss Baby,movie,"MAR 31, 2017",PG,50,https://www.metacritic.com/movie/the-boss-baby/
